onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
29-2061.00,Licensed Practical and Licensed Vocational Nurses,29-2061,Licensed practical and licensed vocational nurses,B195,Licensed practical and licensed vocational nurses,https://www.bls.gov/ooh/healthcare/licensed-practical-and-licensed-vocational-nurses.htm,29-2061
29-2072.00,Medical Records Specialists,29-2072,Medical records specialists,B196,Medical records specialists,https://www.bls.gov/ooh/healthcare/medical-records-and-health-information-technicians.htm,29-2072
29-2081.00,"Opticians, Dispensing",29-2081,"Opticians, dispensing",B197,Opticians,https://www.bls.gov/ooh/healthcare/opticians-dispensing.htm,29-2081
29-2091.00,Orthotists and Prosthetists,29-2091,Orthotists and prosthetists,B351,Orthotists and prosthetists,https://www.bls.gov/ooh/healthcare/orthotists-and-prosthetists.htm,29-2091
29-2092.00,Hearing Aid Specialists,29-2092,Hearing aid specialists,—,,,29-2092
29-2099.00,"Health Technologists and Technicians, All Other",29-2099,"Health technologists and technicians, all other",—,,,29-2099
29-2099.01,Neurodiagnostic Technologists,29-2099,"Health technologists and technicians, all other",—,,,29-2099
29-2099.05,Ophthalmic Medical Technologists,29-2099,"Health technologists and technicians, all other",—,,,29-2099
29-2099.08,Patient Representatives,29-2099,"Health technologists and technicians, all other",—,,,29-2099
29-9021.00,Health Information Technologists and Medical Registrars,29-9021,Health information technologists and medical registrars,B398,Health information technologists and medical registrars,https://www.bls.gov/ooh/healthcare/health-information-technologists-and-medical-registrars.htm,29-9021
29-9091.00,Athletic Trainers,29-9091,Athletic trainers,B128,Athletic trainers,https://www.bls.gov/ooh/healthcare/athletic-trainers.htm,29-9091
29-9092.00,Genetic Counselors,29-9092,Genetic counselors,B138,Genetic counselors,https://www.bls.gov/ooh/healthcare/genetic-counselors.htm,29-9092
29-9093.00,Surgical Assistants,29-9093,Surgical assistants,B193,Surgical assistants and technologists,https://www.bls.gov/ooh/healthcare/surgical-technologists.htm,29-9093
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",29-9099,"Healthcare practitioners and technical workers, all other",—,,,29-9099
29-9099.01,Midwives,29-9099,"Healthcare practitioners and technical workers, all other",—,,,29-9099
31-1121.00,Home Health Aides,31-1120,Home health and personal care aides,B201,Home health and personal care aides,https://www.bls.gov/ooh/healthcare/home-health-aides-and-personal-care-aides.htm,31-1121
31-1122.00,Personal Care Aides,31-1120,Home health and personal care aides,B201,Home health and personal care aides,https://www.bls.gov/ooh/healthcare/home-health-aides-and-personal-care-aides.htm,31-1122
31-1131.00,Nursing Assistants,31-1131,Nursing assistants,B150,Nursing assistants and orderlies,https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,31-1131
31-1132.00,Orderlies,31-1132,Orderlies,B150,Nursing assistants and orderlies,https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,31-1132
31-1133.00,Psychiatric Aides,31-1133,Psychiatric aides,B203,Psychiatric technicians and aides,https://www.bls.gov/ooh/healthcare/psychiatric-technicians-and-aides.htm,31-1133
31-2011.00,Occupational Therapy Assistants,31-2011,Occupational therapy assistants,B204,Occupational therapy assistants and aides,https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,31-2011
31-2012.00,Occupational Therapy Aides,31-2012,Occupational therapy aides,B204,Occupational therapy assistants and aides,https://www.bls.gov/ooh/healthcare/occupational-therapy-assistants-and-aides.htm,31-2012
31-2021.00,Physical Therapist Assistants,31-2021,Physical therapist assistants,B205,Physical therapist assistants and aides,https://www.bls.gov/ooh/healthcare/physical-therapist-assistants-and-aides.htm,31-2021
31-2022.00,Physical Therapist Aides,31-2022,Physical therapist aides,B205,Physical therapist assistants and aides,https://www.bls.gov/ooh/healthcare/physical-therapist-assistants-and-aides.htm,31-2022
31-9011.00,Massage Therapists,31-9011,Massage therapists,B206,Massage therapists,https://www.bls.gov/ooh/healthcare/massage-therapists.htm,31-9011
31-9091.00,Dental Assistants,31-9091,Dental assistants,B207,Dental assistants,https://www.bls.gov/ooh/healthcare/dental-assistants.htm,31-9091
31-9092.00,Medical Assistants,31-9092,Medical assistants,B208,Medical assistants,https://www.bls.gov/ooh/healthcare/medical-assistants.htm,31-9092
31-9093.00,Medical Equipment Preparers,31-9093,Medical equipment preparers,—,,,31-9093
31-9094.00,Medical Transcriptionists,31-9094,Medical transcriptionists,B209,Medical transcriptionists,https://www.bls.gov/ooh/healthcare/medical-transcriptionists.htm,31-9094
31-9095.00,Pharmacy Aides,31-9095,Pharmacy aides,—,,,31-9095
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,31-9096,Veterinary assistants and laboratory animal caretakers,B210,Veterinary assistants and laboratory animal caretakers,https://www.bls.gov/ooh/healthcare/veterinary-assistants-and-laboratory-animal-caretakers.htm,31-9096
31-9097.00,Phlebotomists,31-9097,Phlebotomists,B157,Phlebotomists,https://www.bls.gov/ooh/healthcare/phlebotomists.htm,31-9097
31-9099.00,"Healthcare Support Workers, All Other",31-9099,"Healthcare support workers, all other",—,,,31-9099
31-9099.01,Speech-Language Pathology Assistants,31-9099,"Healthcare support workers, all other",—,,,31-9099
31-9099.02,Endoscopy Technicians,31-9099,"Healthcare support workers, all other",—,,,31-9099
33-1011.00,First-Line Supervisors of Correctional Officers,33-1011,First-line supervisors of correctional officers,—,,,33-1011
33-1012.00,First-Line Supervisors of Police and Detectives,33-1012,First-line supervisors of police and detectives,—,,,33-1012
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,33-1021,First-line supervisors of firefighting and prevention workers,—,,,33-1021
33-1091.00,First-Line Supervisors of Security Workers,33-1091,First-line supervisors of security workers,—,,,33-1091
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",33-1099,"First-line supervisors of protective service workers, all other",—,,,33-1099
33-2011.00,Firefighters,33-2011,Firefighters,B211,Firefighters,https://www.bls.gov/ooh/protective-service/firefighters.htm,33-2011
33-2021.00,Fire Inspectors and Investigators,33-2021,Fire inspectors and investigators,B352,Fire inspectors,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,33-2021
33-2022.00,Forest Fire Inspectors and Prevention Specialists,33-2022,Forest fire inspectors and prevention specialists,B352,Fire inspectors,https://www.bls.gov/ooh/protective-service/fire-inspectors-and-investigators.htm,33-2022
33-3011.00,Bailiffs,33-3011,Bailiffs,B212,Correctional officers and bailiffs,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,33-3011
33-3012.00,Correctional Officers and Jailers,33-3012,Correctional officers and jailers,B212,Correctional officers and bailiffs,https://www.bls.gov/ooh/protective-service/correctional-officers.htm,33-3012
33-3021.00,Detectives and Criminal Investigators,33-3021,Detectives and criminal investigators,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3021
33-3021.02,Police Identification and Records Officers,33-3021,Detectives and criminal investigators,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3021
33-3021.06,Intelligence Analysts,33-3021,Detectives and criminal investigators,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3021
33-3031.00,Fish and Game Wardens,33-3031,Fish and game wardens,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3031
33-3041.00,Parking Enforcement Workers,33-3041,Parking enforcement workers,—,,,33-3041
33-3051.00,Police and Sheriff's Patrol Officers,33-3051,Police and sheriff's patrol officers,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3051
33-3051.04,Customs and Border Protection Officers,33-3051,Police and sheriff's patrol officers,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3051
33-3052.00,Transit and Railroad Police,33-3052,Transit and railroad police,B213,Police and detectives,https://www.bls.gov/ooh/protective-service/police-and-detectives.htm,33-3052
33-9011.00,Animal Control Workers,33-9011,Animal control workers,—,,,33-9011
33-9021.00,Private Detectives and Investigators,33-9021,Private detectives and investigators,B215,Private detectives and investigators,https://www.bls.gov/ooh/protective-service/private-detectives-and-investigators.htm,33-9021
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,33-9031,Gambling surveillance officers and gambling investigators,B216,Security guards and gambling surveillance officers,https://www.bls.gov/ooh/protective-service/security-guards.htm,33-9031
33-9032.00,Security Guards,33-9032,Security guards,B216,Security guards and gambling surveillance officers,https://www.bls.gov/ooh/protective-service/security-guards.htm,33-9032
33-9091.00,Crossing Guards and Flaggers,33-9091,Crossing guards and flaggers,—,,,33-9091
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",—,,,33-9092
33-9093.00,Transportation Security Screeners,33-9093,Transportation security screeners,—,,,33-9093
33-9094.00,School Bus Monitors,33-9094,School bus monitors,—,,,33-9094
33-9099.00,"Protective Service Workers, All Other",33-9099,"Protective service workers, all other",—,,,33-9099
33-9099.02,Retail Loss Prevention Specialists,33-9099,"Protective service workers, all other",—,,,33-9099
35-1011.00,Chefs and Head Cooks,35-1011,Chefs and head cooks,B217,Chefs and head cooks,https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm,35-1011
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,First-line supervisors of food preparation and serving workers,—,,,35-1012
35-2011.00,"Cooks, Fast Food",35-2011,"Cooks, fast food",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2011
35-2012.00,"Cooks, Institution and Cafeteria",35-2012,"Cooks, institution and cafeteria",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2012
35-2013.00,"Cooks, Private Household",35-2013,"Cooks, private household",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2013
35-2014.00,"Cooks, Restaurant",35-2014,"Cooks, restaurant",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2014
35-2015.00,"Cooks, Short Order",35-2015,"Cooks, short order",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2015
35-2019.00,"Cooks, All Other",35-2019,"Cooks, all other",B218,Cooks,https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm,35-2019
35-2021.00,Food Preparation Workers,35-2021,Food preparation workers,B219,Food preparation workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,35-2021
35-3011.00,Bartenders,35-3011,Bartenders,B220,Bartenders,https://www.bls.gov/ooh/food-preparation-and-serving/bartenders.htm,35-3011
35-3023.00,Fast Food and Counter Workers,35-3023,Fast food and counter workers,B221,Food and beverage serving and related workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,35-3023
35-3023.01,Baristas,35-3023,Fast food and counter workers,B221,Food and beverage serving and related workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,35-3023
35-3031.00,Waiters and Waitresses,35-3031,Waiters and waitresses,B222,Waiters and waitresses,https://www.bls.gov/ooh/food-preparation-and-serving/waiters-and-waitresses.htm,35-3031
35-3041.00,"Food Servers, Nonrestaurant",35-3041,"Food servers, nonrestaurant",B221,Food and beverage serving and related workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,35-3041
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,Dining room and cafeteria attendants and bartender helpers,B221,Food and beverage serving and related workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,35-9011
35-9021.00,Dishwashers,35-9021,Dishwashers,—,,,35-9021
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",B221,Food and beverage serving and related workers,https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm,35-9031
35-9099.00,"Food Preparation and Serving Related Workers, All Other",35-9099,"Food preparation and serving related workers, all other",—,,,35-9099
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,First-line supervisors of housekeeping and janitorial workers,—,,,37-1011
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",—,,,37-1012
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",B223,Janitors and building cleaners,https://www.bls.gov/ooh/building-and-grounds-cleaning/janitors-and-building-cleaners.htm,37-2011
37-2012.00,Maids and Housekeeping Cleaners,37-2012,Maids and housekeeping cleaners,—,,,37-2012
37-2019.00,"Building Cleaning Workers, All Other",37-2019,"Building cleaning workers, all other",—,,,37-2019
37-2021.00,Pest Control Workers,37-2021,Pest control workers,B225,Pest control workers,https://www.bls.gov/ooh/building-and-grounds-cleaning/pest-control-workers.htm,37-2021
37-3011.00,Landscaping and Groundskeeping Workers,37-3011,Landscaping and groundskeeping workers,B226,Grounds maintenance workers,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,37-3011
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",B226,Grounds maintenance workers,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,37-3012
37-3013.00,Tree Trimmers and Pruners,37-3013,Tree trimmers and pruners,B226,Grounds maintenance workers,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,37-3013
37-3019.00,"Grounds Maintenance Workers, All Other",37-3019,"Grounds maintenance workers, all other",B226,Grounds maintenance workers,https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm,37-3019
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013,First-line supervisors of gambling services workers,B228,Gambling services workers,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,39-1013
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,"First-line supervisors of entertainment and recreation workers, except gambling services",—,,,39-1014
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022,First-line supervisors of personal service workers,—,,,39-1022
39-2011.00,Animal Trainers,39-2011,Animal trainers,B227,Animal care and service workers,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,39-2011
39-2021.00,Animal Caretakers,39-2021,Animal caretakers,B227,Animal care and service workers,https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,39-2021
39-3011.00,Gambling Dealers,39-3011,Gambling dealers,B228,Gambling services workers,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,39-3011
39-3012.00,Gambling and Sports Book Writers and Runners,39-3012,Gambling and sports book writers and runners,B228,Gambling services workers,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,39-3012
39-3019.00,"Gambling Service Workers, All Other",39-3019,"Gambling service workers, all other",B228,Gambling services workers,https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,39-3019
39-3021.00,Motion Picture Projectionists,39-3021,Motion picture projectionists,—,,,39-3021
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,"Ushers, lobby attendants, and ticket takers",—,,,39-3031
39-3091.00,Amusement and Recreation Attendants,39-3091,Amusement and recreation attendants,—,,,39-3091
39-3092.00,Costume Attendants,39-3092,Costume attendants,—,,,39-3092
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093,"Locker room, coatroom, and dressing room attendants",—,,,39-3093
39-3099.00,"Entertainment Attendants and Related Workers, All Other",39-3099,"Entertainment attendants and related workers, all other",—,,,39-3099
39-4011.00,Embalmers,39-4011,Embalmers,—,,,39-4011
39-4012.00,Crematory Operators,39-4012,Crematory operators,—,,,39-4012
39-4021.00,Funeral Attendants,39-4021,Funeral attendants,—,,,39-4021
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4031,"Morticians, undertakers, and funeral arrangers",B001,Funeral service workers,https://www.bls.gov/ooh/personal-care-and-service/funeral-service-occupations.htm,39-4031
39-5011.00,Barbers,39-5011,Barbers,B229,"Barbers, hairstylists, and cosmetologists",https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,39-5011
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,"Hairdressers, hairstylists, and cosmetologists",B229,"Barbers, hairstylists, and cosmetologists",https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,39-5012
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091,"Makeup artists, theatrical and performance",—,,,39-5091
39-5092.00,Manicurists and Pedicurists,39-5092,Manicurists and pedicurists,B230,Manicurists and pedicurists,https://www.bls.gov/ooh/personal-care-and-service/manicurists-and-pedicurists.htm,39-5092
39-5093.00,Shampooers,39-5093,Shampooers,—,,,39-5093
39-5094.00,Skincare Specialists,39-5094,Skincare specialists,B231,Skincare specialists,https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm,39-5094
39-6011.00,Baggage Porters and Bellhops,39-6011,Baggage porters and bellhops,—,,,39-6011
39-6012.00,Concierges,39-6012,Concierges,B409,Concierges,https://www.bls.gov/ooh/personal-care-and-service/concierges.htm,39-6012
39-7011.00,Tour Guides and Escorts,39-7010,Tour and travel guides,B411,Tour and travel guides,https://www.bls.gov/ooh/personal-care-and-service/tour-and-travel-guides.htm,39-7011
39-7012.00,Travel Guides,39-7010,Tour and travel guides,B411,Tour and travel guides,https://www.bls.gov/ooh/personal-care-and-service/tour-and-travel-guides.htm,39-7012
39-9011.00,Childcare Workers,39-9011,Childcare workers,B233,Childcare workers,https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,39-9011
39-9011.01,Nannies,39-9011,Childcare workers,B233,Childcare workers,https://www.bls.gov/ooh/personal-care-and-service/childcare-workers.htm,39-9011
39-9031.00,Exercise Trainers and Group Fitness Instructors,39-9031,Exercise trainers and group fitness instructors,B235,Fitness trainers and instructors,https://www.bls.gov/ooh/personal-care-and-service/fitness-trainers-and-instructors.htm,39-9031
39-9032.00,Recreation Workers,39-9032,Recreation workers,B236,Recreation workers,https://www.bls.gov/ooh/personal-care-and-service/recreation-workers.htm,39-9032
39-9041.00,Residential Advisors,39-9041,Residential advisors,—,,,39-9041
39-9099.00,"Personal Care and Service Workers, All Other",39-9099,"Personal care and service workers, all other",—,,,39-9099
41-1011.00,First-Line Supervisors of Retail Sales Workers,41-1011,First-line supervisors of retail sales workers,—,,,41-1011
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012,First-line supervisors of non-retail sales workers,—,,,41-1012
41-2011.00,Cashiers,41-2011,Cashiers,B237,Cashiers,https://www.bls.gov/ooh/sales/cashiers.htm,41-2011
41-2012.00,Gambling Change Persons and Booth Cashiers,41-2012,Gambling change persons and booth cashiers,—,,,41-2012
41-2021.00,Counter and Rental Clerks,41-2021,Counter and rental clerks,—,,,41-2021
41-2022.00,Parts Salespersons,41-2022,Parts salespersons,B238,Retail sales workers,https://www.bls.gov/ooh/sales/retail-sales-workers.htm,41-2022
41-2031.00,Retail Salespersons,41-2031,Retail salespersons,B238,Retail sales workers,https://www.bls.gov/ooh/sales/retail-sales-workers.htm,41-2031
41-3011.00,Advertising Sales Agents,41-3011,Advertising sales agents,B239,Advertising sales agents,https://www.bls.gov/ooh/sales/advertising-sales-agents.htm,41-3011
41-3021.00,Insurance Sales Agents,41-3021,Insurance sales agents,B240,Insurance sales agents,https://www.bls.gov/ooh/sales/insurance-sales-agents.htm,41-3021
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, commodities, and financial services sales agents",B241,"Securities, commodities, and financial services sales agents",https://www.bls.gov/ooh/sales/securities-commodities-and-financial-services-sales-agents.htm,41-3031
41-3041.00,Travel Agents,41-3041,Travel agents,B012,Travel agents,https://www.bls.gov/ooh/sales/travel-agents.htm,41-3041
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,"Sales representatives of services, except advertising, insurance, financial services, and travel",—,,,41-3091
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",B242,Wholesale and manufacturing sales representatives,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,41-4011
41-4011.07,Solar Sales Representatives and Assessors,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",B242,Wholesale and manufacturing sales representatives,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,41-4011
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",B242,Wholesale and manufacturing sales representatives,https://www.bls.gov/ooh/sales/wholesale-and-manufacturing-sales-representatives.htm,41-4012
41-9011.00,Demonstrators and Product Promoters,41-9011,Demonstrators and product promoters,—,,,41-9011
41-9012.00,Models,41-9012,Models,B243,Models,https://www.bls.gov/ooh/sales/models.htm,41-9012
41-9021.00,Real Estate Brokers,41-9021,Real estate brokers,B244,Real estate brokers and sales agents,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,41-9021
41-9022.00,Real Estate Sales Agents,41-9022,Real estate sales agents,B244,Real estate brokers and sales agents,https://www.bls.gov/ooh/sales/real-estate-brokers-and-sales-agents.htm,41-9022
41-9031.00,Sales Engineers,41-9031,Sales engineers,B245,Sales engineers,https://www.bls.gov/ooh/sales/sales-engineers.htm,41-9031
41-9041.00,Telemarketers,41-9041,Telemarketers,—,,,41-9041
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,"Door-to-door sales workers, news and street vendors, and related workers",—,,,41-9091
41-9099.00,"Sales and Related Workers, All Other",41-9099,"Sales and related workers, all other",—,,,41-9099
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-line supervisors of office and administrative support workers,—,,,43-1011
43-2011.00,"Switchboard Operators, Including Answering Service",43-2011,"Switchboard operators, including answering service",—,,,43-2011
43-2021.00,Telephone Operators,43-2021,Telephone operators,—,,,43-2021
43-2099.00,"Communications Equipment Operators, All Other",43-2099,"Communications equipment operators, all other",—,,,43-2099
43-3011.00,Bill and Account Collectors,43-3011,Bill and account collectors,B246,Bill and account collectors,https://www.bls.gov/ooh/office-and-administrative-support/bill-and-account-collectors.htm,43-3011
43-3021.00,Billing and Posting Clerks,43-3021,Billing and posting clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-3021
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, accounting, and auditing clerks",B247,"Bookkeeping, accounting, and auditing clerks",https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm,43-3031
43-3041.00,Gambling Cage Workers,43-3041,Gambling cage workers,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-3041
43-3051.00,Payroll and Timekeeping Clerks,43-3051,Payroll and timekeeping clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-3051
43-3061.00,Procurement Clerks,43-3061,Procurement clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-3061
43-3071.00,Tellers,43-3071,Tellers,B248,Tellers,https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm,43-3071
43-3099.00,"Financial Clerks, All Other",43-3099,"Financial clerks, all other",—,,,43-3099
43-4011.00,Brokerage Clerks,43-4011,Brokerage clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-4011
43-4021.00,Correspondence Clerks,43-4021,Correspondence clerks,B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4021
43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, municipal, and license clerks",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4031
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit authorizers, checkers, and clerks",B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-4041
43-4051.00,Customer Service Representatives,43-4051,Customer service representatives,B249,Customer service representatives,https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,43-4051
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility interviewers, government programs",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4061
43-4071.00,File Clerks,43-4071,File clerks,B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4071
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, motel, and resort desk clerks",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4081
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, except eligibility and loan",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4111
43-4121.00,"Library Assistants, Clerical",43-4121,"Library assistants, clerical",B140,Library technicians and assistants,https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,43-4121
43-4131.00,Loan Interviewers and Clerks,43-4131,Loan interviewers and clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-4131
43-4141.00,New Accounts Clerks,43-4141,New accounts clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-4141
43-4151.00,Order Clerks,43-4151,Order clerks,B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4151
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,"Human resources assistants, except payroll and timekeeping",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4161
43-4171.00,Receptionists and Information Clerks,43-4171,Receptionists and information clerks,B250,Receptionists,https://www.bls.gov/ooh/office-and-administrative-support/receptionists.htm,43-4171
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,Reservation and transportation ticket agents and travel clerks,B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4181
43-4199.00,"Information and Record Clerks, All Other",43-4199,"Information and record clerks, all other",B359,Information clerks,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,43-4199
43-5011.00,Cargo and Freight Agents,43-5011,Cargo and freight agents,—,,,43-5011
43-5011.01,Freight Forwarders,43-5011,Cargo and freight agents,—,,,43-5011
43-5021.00,Couriers and Messengers,43-5021,Couriers and messengers,—,,,43-5021
43-5031.00,Public Safety Telecommunicators,43-5031,Public safety telecommunicators,B252,Public safety telecommunicators,https://www.bls.gov/ooh/office-and-administrative-support/police-fire-and-ambulance-dispatchers.htm,43-5031
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,"Dispatchers, except police, fire, and ambulance",—,,,43-5032
43-5041.00,"Meter Readers, Utilities",43-5041,"Meter readers, utilities",—,,,43-5041
43-5051.00,Postal Service Clerks,43-5051,Postal service clerks,B253,Postal service workers,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,43-5051
43-5052.00,Postal Service Mail Carriers,43-5052,Postal service mail carriers,B253,Postal service workers,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,43-5052
